gene,pval
ofav0,0.145420741462875
ofav100107,0.770569181466189
ofav100419,-0.24461571456119
ofav10118,-4.63741061104882
ofav10155,-0.0340175231209539
ofav10158,-1.15754097777292
ofav10162,0.234088788484639
ofav10189,-0.163386760769723
ofav10192,0.033809947212731
ofav10250,0.0723736313634002
ofav10269,-3.90540886130096
ofav102747,-1.88705341715152
ofav102762,-1.63239364233191
ofav103158,-2.19739112915992
ofav10329,2.4442672400732
ofav103724,-1.04491807750153
ofav10412,-0.770524614199485
ofav104350,-1.37677625029483
ofav104780,1.09133027287382
ofav105218,0.0786357496081834
ofav10540,1.93199168335777
ofav105414,-5.64142006118794
ofav105721,0.184209823351177
ofav10638,1.6290841781034
ofav10647,0.899290439334346
ofav10649,0.76179945284174
ofav10695,1.56136388813064
ofav10712,-0.258515767075851
ofav107566,-3.61948329156251
ofav10775,1.59109009354613
ofav10799,0.0230540271398835
ofav108025,-2.58165943074229
ofav10825,0.508798863738179
ofav108254,-1.12074554756364
ofav10849,1.63874874972265
ofav10872,1.4640747538597
ofav10991,0.800835917807811
ofav10992,-0.110209940077296
ofav109943,-1.53637581238582
ofav10996,1.0368863251129
ofav10997,0.787979047498756
ofav11005,-0.164805988649691
ofav11012,0.683326672588502
ofav11020,0.520028036525438
ofav11035,-1.05695062982717
ofav110350,-1.23671079565805
ofav11051,0.294628512380926
ofav11071,1.65107405419243
ofav11085,0.0608137688977514
ofav11092,0.55734126274017
ofav11147,0.134957216311356
ofav11195,-1.14228688195362
ofav11246,1.24191360077621
ofav11269,3.00194682453982
ofav113804,2.05923759542719
ofav115313,-0.0872187199869067
ofav11560,-8.54086999473414
ofav11578,0.328508660206235
ofav115984,-2.48341300298918
ofav11681,-0.989775834171581
ofav11706,-1.8410718631587
ofav117574,-1.55426232153272
ofav117652,0.567387393882819
ofav11820,0.186775665391908
ofav11891,-2.44547030608161
ofav11895,0.87920035082529
ofav11948,0.672029158592939
ofav11980,0.358473654491342
ofav12017,1.03536079280371
ofav120351,-0.492507386180104
ofav12054,1.48046451401655
ofav12059,0.335338127146664
ofav120697,-3.42703986657842
ofav121742,-2.69003230434049
ofav122,-1.19007695830321
ofav12215,-1.83603376287435
ofav12354,0.873336587048289
ofav12359,0.324997947933813
ofav123684,0.298700635717066
ofav12375,-0.707571735289555
ofav123963,0.652322217046719
ofav124290,0.386290347153158
ofav12437,-4.07568302553082
ofav12446,0.0155601413491259
ofav12487,0.477830785607562
ofav12508,-1.9931036868519
ofav12525,-0.912413588025694
ofav12559,0.252973792620651
ofav12597,-0.286231995807769
ofav12657,0.315058447775126
ofav12663,0.838540232658695
ofav126754,0.334999537937633
ofav12714,1.39187236495753
ofav12748,0.602746703155159
ofav127766,-2.60759350299151
ofav12802,2.08736065183958
ofav12831,-0.635923816141255
ofav128730,-1.61107976986973
ofav12916,0.98456566372627
ofav12956,-0.293622227664662
ofav12983,2.03966879595345
ofav12987,-0.147291720201692
ofav12997,-0.732443553140358
ofav130039,-2.00699001240398
ofav13029,0.805245187579617
ofav130459,-0.355957705716246
ofav13200,-1.65979686345661
ofav13206,0.780394343792873
ofav13223,-0.490438953554179
ofav13255,-0.482029182824287
ofav13271,-4.68372489674408
ofav13287,0.338403883718226
ofav13328,-0.393323018036333
ofav13345,-0.564406772075851
ofav133579,-0.308871320630406
ofav13549,-0.349712446297781
ofav13581,0.458268644116023
ofav13648,-0.00661780312464159
ofav13697,-2.74274442127196
ofav13714,-6.50392716362173
ofav13721,-1.45347380422231
ofav14005,1.45568152655134
ofav140141,-1.09268951470841
ofav14196,-3.63199618983972
ofav14217,1.66585256092253
ofav14297,-0.222144331903872
ofav142972,-1.94178449789314
ofav144027,-1.27124561736994
ofav14530,-0.884649019467328
ofav145888,-3.6009316932998
ofav14648,-0.44009312552669
ofav147971,-3.45983914258336
ofav148223,1.55452898561436
ofav15359,-3.09436815711768
ofav15409,-1.54427338654718
ofav154969,-1.97375485236816
ofav154981,-0.822555024365932
ofav15499,-0.303804139705436
ofav155629,-1.40545690783075
ofav15571,0.974033679544328
ofav15581,1.0257476499734
ofav15602,-3.00718439491799
ofav15640,-0.211231929032556
ofav15642,-1.01430302580167
ofav15728,-2.38441204745362
ofav15740,1.02404462725166
ofav15748,-0.672334764495238
ofav15901,-3.08960187616671
ofav16302,-4.17786956763809
ofav16682,0.727629733813082
ofav16768,-2.63749617042075
ofav16893,-1.80589202774878
ofav16984,-0.878427868452672
ofav17107,0.113060153080414
ofav17121,-0.0622197972642364
ofav17131,-2.07030160383574
ofav17140,1.05166243369458
ofav17514,-1.91789703656401
ofav17645,-0.955752285338309
ofav17710,-2.58814458115217
ofav17814,-0.129298739071218
ofav18107,-0.962832858197793
ofav18185,-0.0152836067968555
ofav18332,0.210346414561458
ofav18512,-0.278780691697906
ofav1858,0.927563442627414
ofav18713,0.524462667692299
ofav18885,-2.46741244562429
ofav18926,2.32562488570698
ofav18980,-0.0929806482216965
ofav19324,0.398523453992991
ofav19474,-2.36986352718144
ofav19492,-3.17601688610916
ofav19651,-1.17231682599884
ofav19680,-2.12138131437499
ofav19682,-1.547439070355
ofav19737,-3.00979991338486
ofav19793,-1.87684387240151
ofav19863,0.171409961080285
ofav19908,3.52831737290292
ofav1998,0.777120693902053
ofav20434,-0.383801755156378
ofav20506,-0.16111882556545
ofav20563,0.523821300804436
ofav20622,-0.54970445798447
ofav20769,-1.26938009697651
ofav20794,-0.836376318000382
ofav20933,-0.979789191817849
ofav21015,-4.32757590230834
ofav21067,0.00596188015507787
ofav21104,-2.56134755891695
ofav21154,-1.83986353922647
ofav21171,0.586675424144761
ofav21338,0.251385798457697
ofav21363,-4.15172159568185
ofav21485,1.41784515512137
ofav21880,-1.96744142638649
ofav22463,-1.05037946848358
ofav22542,-4.08384296511497
ofav22553,-1.81172086051936
ofav22626,0.145499719014068
ofav22676,-4.15771036628202
ofav22713,-1.04703269548348
ofav22811,-0.021131830131674
ofav22884,2.34562595401419
ofav22955,-2.44304123384489
ofav22967,0.278095198675692
ofav22969,0.0486926169068869
ofav23058,-0.691511030872226
ofav23134,-0.79380897708052
ofav23149,0.6080848741526
ofav23195,0.502875634886498
ofav23294,-1.04073929141991
ofav23428,-3.62624133451113
ofav23450,1.31380989654396
ofav23513,-3.59386276797549
ofav23572,0.522352816467568
ofav23576,0.688788153809613
ofav23583,1.18411783362401
ofav23585,1.31768028212943
ofav23606,1.20682342870125
ofav23663,-0.332695491793093
ofav23673,0.432152275724052
ofav23797,0.335286551536852
ofav23836,-2.36673333345059
ofav23843,-0.237104075244131
ofav23891,1.51569748295823
ofav24056,-3.71971319114818
ofav24084,0.806180434155221
ofav24246,-0.412196854942469
ofav24271,-0.917016376598369
ofav24274,1.93766312142956
ofav24277,-0.382555715203487
ofav24317,1.87302918031813
ofav24377,3.87035167582694
ofav24384,1.56483749889571
ofav24407,2.92976992026056
ofav24421,-6.23673027934529
ofav24430,0.708739309609247
ofav24431,1.14111278680775
ofav24432,0.386954753419349
ofav24441,-1.7483523336981
ofav24444,0.107164750457571
ofav24454,0.381850865799506
ofav24456,-1.35507603602288
ofav24462,-3.2813716039588
ofav24467,-1.69811582985646
ofav24479,0.83531395244394
ofav24484,0.4745161910137
ofav24514,0.201959035133995
ofav24516,3.27979075727516
ofav24525,0.6457260008816
ofav24532,0.426300601210742
ofav24535,-3.82483055856794
ofav24537,2.61503920228913
ofav24605,2.49712102759002
ofav24620,-3.25736955181613
ofav24645,-0.961110930915465
ofav24682,1.76252954403756
ofav24721,0.567316573064078
ofav24738,0.935440942056362
ofav24786,-0.45139949707141
ofav24820,-0.548219506322211
ofav24832,-1.29473201274004
ofav24835,-1.52414963729861
ofav24866,0.557662226229562
ofav24902,-1.18187957530269
ofav24953,-1.42374736733706
ofav25006,-0.132983914054504
ofav25090,3.36413388600218
ofav25141,0.757591552458418
ofav25167,-2.50596637947231
ofav25256,-0.0105037639077075
ofav25309,-0.00717463243183387
ofav25361,0.364330185406754
ofav25391,0.367776254323038
ofav25432,1.33504105635267
ofav25458,1.84981971127542
ofav25536,0.587272153946432
ofav25566,0.552577033125635
ofav25572,3.42865470743681
ofav25583,1.02709342368333
ofav25613,3.26018060943097
ofav25648,1.62505175970133
ofav25665,-3.68673109425038
ofav25764,2.05301856090424
ofav25891,-0.442497368969173
ofav25927,1.89083161622815
ofav25965,1.18676041231657
ofav26039,2.11176011487072
ofav26066,-0.650899178149641
ofav26076,-0.208685513233512
ofav26078,0.686596675930726
ofav26092,1.42531261405036
ofav26207,2.18085308886326
ofav26225,0.972011965691479
ofav26249,2.83822773756475
ofav26334,-0.0603756561259143
ofav26338,-3.12896004108342
ofav26387,0.0779476223151426
ofav26392,0.148868358196957
ofav26433,0.129124191574999
ofav26475,-2.8922516571889
ofav26515,-0.151470138147748
ofav26532,-0.0811980319770041
ofav26537,-0.783823098227927
ofav26593,-0.0278686160731755
ofav26601,2.52560835803066
ofav26604,1.76041842873187
ofav26628,-1.46104072831451
ofav26652,-2.98726356484379
ofav26677,0.0832315343398907
ofav26684,-1.36394342110407
ofav26685,-0.993806851553407
ofav26779,0.891815738644757
ofav26815,0.782235437841406
ofav26839,-3.27573411860419
ofav26849,0.00904667609820326
ofav26865,-0.28933880155576
ofav26890,-2.22295499528369
ofav26897,1.05915834797157
ofav27072,2.0695050137536
ofav27076,2.34682207049574
ofav27185,1.54104293526163
ofav27209,-1.34419812240019
ofav27224,0.0829877020613951
ofav27389,-1.96630014405268
ofav27398,-0.0467023954443073
ofav27471,0.674879755297441
ofav27483,-0.946558305424417
ofav27491,-1.0737346168906
ofav27492,4.30584681815045
ofav27524,-1.42037462485052
ofav27600,-0.51055526003894
ofav27624,-0.878569500631865
ofav27693,-1.00125815667234
ofav27705,3.9834231710394
ofav27814,-0.556550117550987
ofav27861,-1.37425462157909
ofav27984,-2.43133660941696
ofav27988,-0.0488655319252498
ofav28014,-0.346285464160483
ofav28112,-1.68563460886403
ofav28118,-0.777151565795462
ofav28160,-0.298728592078983
ofav28222,-0.118313267109795
ofav28273,0.0267139214809639
ofav28390,-0.822636351640023
ofav28423,2.33481081706151
ofav28442,-0.337426296939184
ofav28490,2.88344218062441
ofav28502,3.3611001938199
ofav28548,-0.270534120850585
ofav28558,-1.43584055337454
ofav28561,-0.563429133790247
ofav28564,-0.0554129026049705
ofav28657,-0.498112250136711
ofav28824,-1.9891162182845
ofav28834,0.464032365839381
ofav28842,-3.47135697097026
ofav28944,-0.0343673473472559
ofav28949,-0.207486595231726
ofav28950,1.38602494472188
ofav29021,0.252768273886421
ofav29032,0.749424330334375
ofav29034,0.258671998285679
ofav29153,0.429308972953355
ofav29270,-0.225544916304305
ofav29377,0.860383792787825
ofav29380,-2.38365449806539
ofav29414,-0.179680929541875
ofav29538,-3.99735378721166
ofav29580,-0.224429491591075
ofav29606,-0.157812716977053
ofav29633,-2.70917799746228
ofav29678,-0.362154965046423
ofav29693,0.0184069777621742
ofav29719,0.6027379347617
ofav29720,-2.74450546730743
ofav29743,0.204563092160077
ofav29779,0.11550705017186
ofav29846,-0.927649829960386
ofav29870,0.522546058627093
ofav29871,1.99443275931066
ofav29874,1.12240670058761
ofav29937,-1.1644464630319
ofav29951,-4.21057506111881
ofav29953,4.1986350860233
ofav30067,0.030156575002267
ofav30114,-2.03511710466126
ofav30179,-1.19464906277864
ofav30204,-0.72315780289021
ofav30212,-2.96209438601185
ofav30279,2.56943237421494
ofav30302,-0.213681255937416
ofav30321,-0.515588309004162
ofav30329,-0.26703634186972
ofav30453,0.872693213970066
ofav30466,-0.0358380942496337
ofav30467,1.75779782550717
ofav30519,0.0891033054975273
ofav30529,-0.153162635784406
ofav30531,0.795397079177431
ofav30615,2.13389202046157
ofav30638,-1.50113095812146
ofav3064,-1.25713327366905
ofav30653,0.47939128667396
ofav30677,0.676585687590618
ofav30752,-1.34307251915968
ofav30754,-0.704770820308299
ofav30766,1.11629359297722
ofav30787,-2.0865105625147
ofav30834,-0.030089770945147
ofav30840,0.331744170665714
ofav30861,0.192307774765638
ofav30877,-0.132206965257231
ofav30898,-3.00562061240925
ofav30902,-0.0120343857866457
ofav3096,-0.381833195155686
ofav30985,1.70572802556857
ofav31088,1.03868622356951
ofav31103,-2.3546936763781
ofav31105,-0.401179306746555
ofav31186,-0.369885111373013
ofav31211,0.638677438209538
ofav31279,-1.16242699595567
ofav31324,0.209251438141106
ofav31345,-0.0892329499793352
ofav31411,-1.2547972323739
ofav31414,0.305745696820476
ofav31439,0.640296563104763
ofav31533,-1.52555413983351
ofav31563,2.83170541429852
ofav31581,-1.70005501761156
ofav31593,2.84830091841427
ofav31596,0.195768861067554
ofav31600,-1.02275014354136
ofav31635,0.108392807012788
ofav31646,0.0202970620287862
ofav31647,-1.27801826061703
ofav31679,-1.17815766392069
ofav31686,0.0156928011232317
ofav31734,0.350530693442286
ofav31739,0.0886384945953738
ofav31746,-2.95865386794399
ofav31750,-1.04548494656189
ofav31773,-0.87468786705789
ofav31782,0.468534007471573
ofav31787,-0.079578696879261
ofav31789,0.895715178125603
ofav31802,-8.74661917741061
ofav31811,1.02727945962679
ofav31837,-1.78952732034668
ofav31843,-1.74089333168869
ofav31855,0.790557359187414
ofav31919,-1.65243927079284
ofav31925,-0.422693869483154
ofav31933,1.96904213311453
ofav31946,-0.288653229521387
ofav31968,1.76594506532098
ofav31986,0.283963014589033
ofav31991,2.26094827966141
ofav32012,2.05567500284672
ofav32020,-0.742237234248825
ofav32028,0.222792839928467
ofav32048,-1.0490702356604
ofav32049,-0.118121445545019
ofav32066,0.992259709635684
ofav32110,-1.76115641773588
ofav32146,-1.06956731983102
ofav32166,-2.65532130991569
ofav32174,2.67251268924818
ofav32180,1.61466708069738
ofav32181,-5.25350678675325
ofav32190,2.4359173694829
ofav32250,-0.406495393297504
ofav32261,-0.571901733297532
ofav32264,-0.212182308589356
ofav32274,-0.721032950070153
ofav32294,0.467006360378366
ofav32295,-0.404720021324512
ofav32319,-1.0875615837349
ofav32324,-4.36548395072484
ofav32339,-2.07190355441469
ofav32356,0.587774522321375
ofav32404,-3.72687456123914
ofav32417,1.31225835444258
ofav32424,-0.0950455061119088
ofav32429,-0.42740247125525
ofav32433,-0.40924574573321
ofav32434,3.95492776698698
ofav32480,1.08944738619774
ofav32487,-1.14131304916573
ofav32490,0.552219559700561
ofav32496,-0.585680764168698
ofav32498,-0.562864505551891
ofav32533,0.691055680974785
ofav32539,3.04894871763111
ofav32550,-1.79242354202877
ofav32551,0.320762691650872
ofav32552,0.695185604275005
ofav32602,-0.504262943339375
ofav32626,3.1068595599028
ofav32705,0.14566226905502
ofav32709,-3.7735884503289
ofav32736,0.911084151079459
ofav32791,-5.60095441372535
ofav32811,-2.28698499264987
ofav32853,-1.81993413438841
ofav32857,0.88499151476331
ofav32890,3.01130444997467
ofav32900,1.65130365106835
ofav32918,0.569789482681381
ofav32943,-1.08640565387669
ofav32966,-2.17615359799949
ofav32968,-0.166898964634744
ofav32975,-0.242893564341781
ofav32977,-5.04918684928226
ofav32987,-1.30104116215355
ofav33054,0.0810594059257946
ofav33068,0.878486039788681
ofav33074,2.19610425390958
ofav33123,1.56006676829109
ofav33144,0.909173482643612
ofav33162,-0.881825200539971
ofav33206,3.12720499019145
ofav33227,-1.11474831719915
ofav33238,1.37373605735772
ofav33280,-0.920287423142394
ofav33286,1.04500816536785
ofav33306,1.49335634772893
ofav33350,0.467032621827445
ofav33383,0.898715546657603
ofav33384,-2.93977717127689
ofav33386,-2.28104048223739
ofav33388,-0.041786465698342
ofav33410,-3.17608958562613
ofav33434,-0.193020846023997
ofav33486,1.27846312234996
ofav33497,0.547363191721911
ofav33510,3.05743475905587
ofav33555,-0.699675424587392
ofav33589,-2.10931950222717
ofav33622,0.234021567217629
ofav33638,0.802007236399093
ofav33745,1.59572392692858
ofav33750,-0.474251239039799
ofav33764,-2.72032572091884
ofav33791,0.580801157299772
ofav33874,-0.00479038441268314
ofav33882,0.722800415157513
ofav33909,-1.34900883621406
ofav33949,-1.10494676435556
ofav34026,1.09071487731459
ofav34048,-3.28274645628931
ofav34091,0.100938087304627
ofav34092,1.952933957834
ofav34125,-0.26288309598734
ofav34144,-0.0133286219751071
ofav34156,-7.73276252314352
ofav34178,-0.308640468082744
ofav34189,-0.200805088820162
ofav34234,-0.187921748528666
ofav34253,0.268716813110995
ofav34254,-0.145225316347516
ofav34259,-0.744742043408597
ofav34269,-0.718964966242587
ofav34274,-2.8419319706439
ofav34290,0.249919002117825
ofav34348,0.1459425440639
ofav34385,-1.14097811332976
ofav34387,-0.6212294546327
ofav34388,1.71100135243147
ofav34395,-0.744278331984322
ofav34440,-0.644326945873112
ofav34448,-2.08071611991599
ofav34451,-1.59329820883785
ofav34456,0.208351729863185
ofav34463,0.627199407773853
ofav34477,-0.0567827834298626
ofav34502,1.8574397257361
ofav34541,-1.66472498798416
ofav34543,1.08229102611333
ofav34558,0.641055120692046
ofav34559,-1.01587972177523
ofav34578,0.460067686211116
ofav34590,0.529439035956686
ofav34611,0.971354895808828
ofav34627,0.235619222170776
ofav34633,1.52040503976254
ofav34645,-0.940635310494575
ofav34650,-4.06439594959808
ofav34677,-5.27012881310793
ofav34678,-0.281830675178871
ofav34686,-0.257079221101931
ofav34713,0.0265026674833001
ofav34786,-1.05655076036505
ofav34807,0.968383563237259
ofav34827,-1.63516595127205
ofav34835,-10.2513926618944
ofav34868,0.598214401400224
ofav34906,-0.563214690497387
ofav34925,-0.0879068289984986
ofav34928,0.275037529849834
ofav34958,-0.154144085270765
ofav35009,-1.27288918474018
ofav35023,1.04404328972547
ofav35032,0.450368331180074
ofav35034,-0.375124171263061
ofav35048,-0.344750207004939
ofav35067,1.71104134574114
ofav35069,0.922717677555876
ofav35101,0.59473314666085
ofav35127,2.3419576362266
ofav35142,2.21167953846131
ofav35174,0.0490842847727332
ofav35243,0.745842132703095
ofav35276,0.40956531693995
ofav35289,-2.64773945649667
ofav35297,-2.34287085563529
ofav35302,0.501025033504113
ofav35309,-0.678757366707921
ofav35317,-2.22008246527128
ofav35333,0.267106307017446
ofav35368,-4.03063846274644
ofav35388,1.43910323196419
ofav35407,0.630290577359682
ofav35408,0.307954086673825
ofav35414,-1.26826143000977
ofav35429,1.01952230626551
ofav35460,0.127573101460446
ofav35476,-2.42735484489537
ofav35494,1.96683129350289
ofav35508,-0.254391691049776
ofav35546,-1.02945014944044
ofav35547,0.032733325950958
ofav35566,1.11130751101179
ofav35602,-0.76601212876413
ofav35610,-0.696094339997082
ofav35623,0.0404113444731045
ofav35635,2.02094411481819
ofav35659,-2.76998048411063
ofav35665,-5.19827925916747
ofav35677,1.99981031466045
ofav35724,-4.84832696196956
ofav35725,-0.243145072138065
ofav35745,-1.19503931481133
ofav35810,-0.987408515605317
ofav35816,0.336691035451301
ofav35830,-0.33843650605646
ofav35868,1.43386423931606
ofav35877,-0.796633528892473
ofav35886,-1.37679718303652
ofav35910,1.58501501803553
ofav35922,-0.199642832243221
ofav35927,-0.715788309673539
ofav35940,-3.24915183051451
ofav35972,0.266019454006184
ofav35973,-0.159596967295032
ofav35985,-0.214433249556843
ofav36016,-0.0633006757242406
ofav36017,-2.65005293461352
ofav36044,0.414411072922662
ofav36089,0.38375736023848
ofav36097,2.71499730885678
ofav36106,0.51561103771803
ofav36138,0.60261735911935
ofav36153,-1.60614525450034
ofav36165,-0.229392079765245
ofav36178,-0.123847195737356
ofav36196,0.611513891239315
ofav36206,-1.71116015727552
ofav36215,1.25130050948478
ofav36248,-1.32582640838933
ofav36249,1.35691203411863
ofav36253,-2.89564263820289
ofav36278,0.147742212470964
ofav36287,-4.35091231494049
ofav36290,1.51716863891133
ofav36331,1.09792850903025
ofav36346,-0.0644693050649916
ofav36349,-0.0704293489515756
ofav36367,0.422138006710815
ofav36374,-0.208185932925464
ofav36377,-0.545188644941504
ofav36396,-0.472507917721285
ofav36401,0.52952324633122
ofav36404,-0.236930353657621
ofav36411,1.02505749832408
ofav36431,-1.13541500986112
ofav36435,1.5958202250807
ofav36449,0.889196728921045
ofav36460,0.219338556863256
ofav36465,-0.555169006101672
ofav36487,-1.93683648776796
ofav36489,1.96584258474256
ofav36502,0.185152056036236
ofav36503,1.77507177996357
ofav36512,0.580473460003995
ofav36524,-0.132577032576982
ofav36534,-4.59802964166468
ofav36545,0.150535187806761
ofav36548,0.51761083997115
ofav36563,-1.37485807168524
ofav36566,-2.90042806957451
ofav36583,-0.0663369117850476
ofav36584,1.17356744854464
ofav36601,-1.04775085327067
ofav36640,-0.772457110608939
ofav36664,0.730414150131022
ofav36668,2.51258022839431
ofav36679,-3.16149200183843
ofav36688,2.0358285016731
ofav36699,0.215685827434175
ofav36705,0.564797715714332
ofav36706,0.35678798755269
ofav36725,1.39722447528932
ofav36743,0.415718530780583
ofav36755,-0.33742850687615
ofav36759,0.645412148582943
ofav36769,1.01364526232839
ofav36781,0.083943208112087
ofav36788,-1.85731233461053
ofav36790,-1.38246943141212
ofav36813,1.43941239644145
ofav36825,-0.597647798742681
ofav36833,-0.4205746036989
ofav36834,-2.23995652012101
ofav36842,1.71981615548375
ofav36843,-0.796937554288099
ofav36861,-2.31446869898776
ofav36887,-3.00481004356955
ofav36888,-0.327875191880654
ofav36892,0.460547587875786
ofav36894,-0.97803392910147
ofav36897,-6.24882035385377
ofav36912,1.34296581483698
ofav36914,0.389270604010336
ofav36925,-1.21830146338823
ofav36929,0.860880963273293
ofav36931,-8.01231070928907
ofav36940,-5.99367441079557
ofav36945,-0.494080263159914
ofav36950,-0.0672158624744324
ofav36978,-0.795704034407383
ofav37011,-1.1998243024833
ofav37019,-1.66936868253093
ofav37026,0.343803529285876
ofav37036,0.671742642057234
ofav37037,-0.325814539013347
ofav37053,0.791407683838786
ofav37062,9.28714003090095
ofav37088,-1.41567086707443
ofav37107,1.18724814676228
ofav37110,-0.728832797201467
ofav37111,0.97250383126646
ofav37119,-1.46757447353677
ofav37150,0.609094450886615
ofav37161,0.0748718271413497
ofav37205,1.08011728556254
ofav37214,-0.359058141320733
ofav37219,0.022303511289948
ofav37255,-0.766834088236409
ofav37256,1.58244713164945
ofav37262,0.865764003135092
ofav37269,-0.789740176562377
ofav37280,-1.60843339119266
ofav37290,-0.810781927919786
ofav37293,-2.99794088463264
ofav37294,-7.11802131105382
ofav37299,2.22209105544817
ofav37300,-0.0761046321261424
ofav37310,-1.32517725460041
ofav37315,0.932015191481804
ofav37318,1.33499655129935
ofav37326,1.66215823783289
ofav37329,0.629892857765168
ofav37341,2.10485132897986
ofav37348,-3.3062816185905
ofav37356,-4.68982614499707
ofav37366,0.502191805415942
ofav37381,-0.487803723372954
ofav37383,-0.413466017581432
ofav37387,0.176793833275947
ofav37388,0.887505942538762
ofav37390,1.36192411311059
ofav37396,-0.649587450031123
ofav37451,-0.724433361635585
ofav37452,2.33624775184966
ofav37453,0.825001642656205
ofav37477,-0.434071351179799
ofav37478,0.124296589845441
ofav37510,0.00626055586431912
ofav37517,0.154026735902612
ofav37519,-1.13566029248958
ofav37545,0.445461997265815
ofav37553,-1.79934010698396
ofav37583,-0.662660181132021
ofav37592,-2.95770169362514
ofav37609,-4.90134991661803
ofav37616,2.33822592845778
ofav37651,0.633866700767702
ofav37669,1.29488353685058
ofav37676,-0.976699208028046
ofav37680,-1.04572153731268
ofav37740,-0.531235759211186
ofav37755,-1.25435438954196
ofav37766,1.43773032227584
ofav37778,1.68722500871506
ofav37781,-2.4268709347307
ofav37801,0.0190167050837225
ofav37803,3.5522913349974
ofav37806,-3.80466934735454
ofav37823,0.872539187368633
ofav37828,0.487020382710842
ofav37843,-0.755184702800367
ofav37859,0.886335798380813
ofav37865,-3.06053969189852
ofav37879,-0.423330778888942
ofav37889,0.872390612077701
ofav37899,0.857664265475419
ofav37907,-0.872198550365167
